odhf_index,facility_name,source_facility_type,odhf_facility_type,provider,address,postal_code,city,province,csd_name,csd_uid,latitude,longitude,source_url
1695,University of Northern British Columbia,,Ambulatory health care services,Province of British Columbia,3333 university way prince george bc v2n 4z9,V2N 4Z9,prince george,BC,Prince George,5953023.0,53.8922,-122.8134,https://www.statcan.gc.ca/en/lode/databases/odhf
1696,University Village Medical,,Ambulatory health care services,Province of British Columbia,2155 allison road vancouver bc v6t 1t5,V6T 1T5,vancouver,BC,Greater Vancouver A,5915020.0,49.266463,-123.242117,https://www.statcan.gc.ca/en/lode/databases/odhf
1697,Uptown Medical Clinic,,Ambulatory health care services,Province of British Columbia,3460 saanich road victoria bc v8x 1w7,V8X 1W7,victoria,BC,Saanich,5917021.0,48.45517,-123.3744,https://www.statcan.gc.ca/en/lode/databases/odhf
1698,Valemount Community Health Centre,general,Ambulatory health care services,Public Health Agency of Canada,1445 - 5th ave. valemount bc v0e 2z0,V0E 2Z0,valemount,BC,Valemount,5953007.0,52.83174,-119.273927,https://www.statcan.gc.ca/en/lode/databases/odhf
1699,Valhaven Rest Home,,Nursing and residential care facilities,Province of British Columbia,4212 balmoral st abbotsford bc v4x 1y5,V4X 1Y5,abbotsford,BC,Abbotsford,5909052.0,49.0789671,-122.38571529999999,https://www.statcan.gc.ca/en/lode/databases/odhf
1700,Valley Centre Medical Clinic,,Ambulatory health care services,Province of British Columbia,19851 willowbrook drive langley bc v2y 1a7,V2Y 1A7,langley,BC,Langley,5915001.0,49.11821,-122.673359,https://www.statcan.gc.ca/en/lode/databases/odhf
1701,Valleyhaven,,Nursing and residential care facilities,Province of British Columbia,45450 menholm rd chilliwack bc v2p 1m2,V2P 1M2,chilliwack,BC,Chilliwack,5909020.0,49.1664458,-121.96614440000002,https://www.statcan.gc.ca/en/lode/databases/odhf
1702,Valleyview Treatment Centre,,Ambulatory health care services,Province of British Columbia,1400 cowichan bay road cobble hill bc v0r 1l0,V0R 1L0,cobble hill,BC,Cowichan Valley C,5919049.0,48.710695,-123.607747,https://www.statcan.gc.ca/en/lode/databases/odhf
1703,Van Kleeck Home,,Nursing and residential care facilities,Province of British Columbia,2275 van kleeck ave armstrong bc v0e 1b1,V0E 1B1,armstrong,BC,Armstrong,5937028.0,50.4387917,-119.1874706,https://www.statcan.gc.ca/en/lode/databases/odhf
1705,Vancouver Detoxification Centre,,Nursing and residential care facilities,Province of British Columbia,377 e 2nd ave vancouver bc v5t 1b9,V5T 1B9,vancouver,BC,Vancouver,5915022.0,49.267258,-123.09700000000001,https://www.statcan.gc.ca/en/lode/databases/odhf
1706,Vancouver General Hospital,general,Hospitals,Public Health Agency of Canada,855 w. 12th ave. vancouver bc v5z 1m9,V5Z 1M9,vancouver,BC,Vancouver,5915022.0,49.261616,-123.12391129999999,https://www.statcan.gc.ca/en/lode/databases/odhf
1708,Vancouver General Hospital - Gordon and Leslie Diamond Health Care Centre,,Hospitals,Province of British Columbia,2775 laurel street vancouver bc v5z 1m9,V5Z 1M9,vancouver,BC,Vancouver,5915022.0,49.261187,-123.12565500000001,https://www.statcan.gc.ca/en/lode/databases/odhf
1709,Vancouver General Hospital - Health Centre,,Hospitals,Province of British Columbia,715 west 12th avenue vancouver bc v5z 1n1,V5Z 1N1,vancouver,BC,Vancouver,5915022.0,49.26052,-123.12084899999999,https://www.statcan.gc.ca/en/lode/databases/odhf
1715,Vancouver Hospice,,Nursing and residential care facilities,Province of British Columbia,4615 granville st vancouver bc v6h 3m1,V6H 3M1,vancouver,BC,Vancouver,5915022.0,49.24427,-123.14,https://www.statcan.gc.ca/en/lode/databases/odhf
1717,Vanmar Place,,Nursing and residential care facilities,Province of British Columbia,6699 vanmar st chilliwack bc v2r 2m1,V2R 2M1,chilliwack,BC,Chilliwack,5909020.0,49.1240739,-121.9439663,https://www.statcan.gc.ca/en/lode/databases/odhf
1720,Vantage Living — Monashee Mews,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,V0E 2G5,lumby,BC,Lumby,,,,https://www.statcan.gc.ca/en/lode/databases/odhf
1722,Venture,,Nursing and residential care facilities,Province of British Columbia,220 e 13th ave vancouver bc v5t 2k4,V5T 2K4,vancouver,BC,Vancouver,5915022.0,49.2590505,-123.10028840000001,https://www.statcan.gc.ca/en/lode/databases/odhf
1723,Veralife Health Centre,,Ambulatory health care services,Province of British Columbia,104-15122 72nd avenue surrey bc v3s 2g2,V3S 2G2,surrey,BC,Surrey,5915004.0,49.133691,-122.801946,https://www.statcan.gc.ca/en/lode/databases/odhf
1724,Vernon Jubilee Hospital,extended care,Hospitals,Public Health Agency of Canada,2101 s. 32nd st. vernon bc v1t 5l2,V1T 5L2,vernon,BC,Vernon,5937014.0,50.255646399999996,-119.270432,https://www.statcan.gc.ca/en/lode/databases/odhf
1725,Veterans Memorial Lodge,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,V8X 4Y7,victoria,BC,Victoria,,,,https://www.statcan.gc.ca/en/lode/databases/odhf
1726,Victoria Chinatown Care Centre,,Nursing and residential care facilities,Province of British Columbia,555 herald st victoria bc v8w 1s5,V8W 1S5,victoria,BC,Victoria,5917034.0,48.42991129999999,-123.3676465,https://www.statcan.gc.ca/en/lode/databases/odhf
1729,Victoria General Hospital - Victoria,general,Hospitals,Public Health Agency of Canada,1 hospital way victoria bc v8z 6r5,V8Z 6R5,victoria,BC,View Royal,5917047.0,48.4665044,-123.4330644,https://www.statcan.gc.ca/en/lode/databases/odhf
1730,Victoria House,,Nursing and residential care facilities,Province of British Columbia,262 poplar street princeton bc v0x 1w0,V0X 1W0,princeton,BC,Princeton,5907024.0,49.459187899999996,-120.51588799999999,https://www.statcan.gc.ca/en/lode/databases/odhf
1731,Victoria Mental Health Centre,,Ambulatory health care services,Province of British Columbia,2328 trent street victoria bc v8r 4z3,V8R 4Z3,victoria,BC,Victoria,5917034.0,48.43242,-123.323847,https://www.statcan.gc.ca/en/lode/databases/odhf
1732,Victoria Rest Home Ltd.,,Nursing and residential care facilities,Province of British Columbia,731 queens ave new westminster bc v3m 1l7,V3M 1L7,new westminster,BC,New Westminster,5915029.0,49.205615,-122.916128,https://www.statcan.gc.ca/en/lode/databases/odhf
1733,Victorian Community Health Centre of Kaslo,,Ambulatory health care services,Province of British Columbia,673 a ave kaslo bc v0g 1m0,V0G 1M0,kaslo,BC,Kaslo,5903023.0,49.913478600000005,-116.9140496,https://www.statcan.gc.ca/en/lode/databases/odhf
1734,Victory House,,Nursing and residential care facilities,Province of British Columbia,353 e cordova st vancouver bc v6a 1l4,V6A 1L4,vancouver,BC,Vancouver,5915022.0,49.28248129999999,-123.09636299999998,https://www.statcan.gc.ca/en/lode/databases/odhf
1735,Viewmont House,,Nursing and residential care facilities,Province of British Columbia,4541 viewmont ave victoria bc v8z 5l3,V8Z 5L3,victoria,BC,Saanich,5917021.0,48.49645,-123.38733,https://www.statcan.gc.ca/en/lode/databases/odhf
1736,Villa Carital,,Nursing and residential care facilities,Province of British Columbia,3050 penticton st vancouver bc v5m 4w2,V5M 4W2,vancouver,BC,Vancouver,5915022.0,49.256583899999995,-123.0521465,https://www.statcan.gc.ca/en/lode/databases/odhf
1737,Villa Cathay Care Home,,Nursing and residential care facilities,Province of British Columbia,970 union st vancouver bc v6a 3v1,V6A 3V1,vancouver,BC,Vancouver,5915022.0,49.277208,-123.084,https://www.statcan.gc.ca/en/lode/databases/odhf
1738,Village Langley (the),,Nursing and residential care facilities,Province of British Columbia,3920 198th st langley bc v3a 1c8,V3A 1C8,langley,BC,Langley,5915001.0,49.073088,-122.674722,https://www.statcan.gc.ca/en/lode/databases/odhf
1739,Villeneuve House,,Nursing and residential care facilities,Province of British Columbia,1400 cherry crescent e kelowna bc v1y 3y3,V1Y 3Y3,kelowna,BC,Kelowna,5935010.0,49.8882963,-119.46055420000002,https://www.statcan.gc.ca/en/lode/databases/odhf
1740,Virginia House,,Nursing and residential care facilities,Province of British Columbia,1754 w 11th ave vancouver bc v6j 2c3,V6J 2C3,vancouver,BC,Vancouver,5915022.0,49.2615516,-123.14476409999999,https://www.statcan.gc.ca/en/lode/databases/odhf
1741,Vista,,Nursing and residential care facilities,Province of British Columbia,3360 fleming st vancouver bc v5n 3v5,V5N 3V5,vancouver,BC,Vancouver,5915022.0,49.254868,-123.071,https://www.statcan.gc.ca/en/lode/databases/odhf
1742,Vista House,,Nursing and residential care facilities,Province of British Columbia,6108 neville st burnaby bc v5j 2j6,V5J 2J6,burnaby,BC,Burnaby,5915025.0,49.2135719,-122.97450990000002,https://www.statcan.gc.ca/en/lode/databases/odhf
1743,Viva Care,,Ambulatory health care services,Province of British Columbia,3122 mount lehman road abbotsford bc v4x 0b3,V4X 0B3,abbotsford,BC,Abbotsford,5909052.0,49.05795,-122.3783,https://www.statcan.gc.ca/en/lode/databases/odhf
1744,Vjh - Chronic Behaviour Disorder Unit,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,V1T 5L2,vernon,BC,Vernon,,,,https://www.statcan.gc.ca/en/lode/databases/odhf
1745,Waddington Group Home,,Nursing and residential care facilities,Province of British Columbia,141 waddington dr kamloops bc v2e 1p7,V2E 1P7,kamloops,BC,Kamloops,5933042.0,50.653665000000004,-120.33798999999999,https://www.statcan.gc.ca/en/lode/databases/odhf
1746,Walker,,Nursing and residential care facilities,Province of British Columbia,34691 walker cres abbotsford bc v2s 1j4,V2S 1J4,abbotsford,BC,Abbotsford,5909052.0,49.037446100000004,-122.26383290000001,https://www.statcan.gc.ca/en/lode/databases/odhf
1747,Wallace Road Duplex,,Nursing and residential care facilities,Province of British Columbia,250-254 wallace rd kelowna bc v1x 4t1,V1X 4T1,kelowna,BC,Kelowna,5935010.0,49.90558920000001,-119.3836707,https://www.statcan.gc.ca/en/lode/databases/odhf
1748,Wallace Street Medical Clinic,,Ambulatory health care services,Province of British Columbia,100 wallace street nanaimo bc v9r 5b1,V9R 5B1,nanaimo,BC,Nanaimo,5921007.0,49.168301,-123.94143999999999,https://www.statcan.gc.ca/en/lode/databases/odhf
1749,Walpole House,,Nursing and residential care facilities,Province of British Columbia,2597 walpole crescent north vancouver bc v7h 1k6,V7H 1K6,north vancouver,BC,North Vancouver,5915046.0,49.3216264,-123.0014172,https://www.statcan.gc.ca/en/lode/databases/odhf
1750,Warner House,,Nursing and residential care facilities,Province of British Columbia,3665 warner ave armstrong bc v0e 1b2,V0E 1B2,armstrong,BC,Armstrong,5937028.0,50.443508,-119.207355,https://www.statcan.gc.ca/en/lode/databases/odhf
1751,Wascana House,,Nursing and residential care facilities,Province of British Columbia,110 hampton rd victoria bc v8z 1g7,V8Z 1G7,victoria,BC,Saanich,5917021.0,48.453190899999996,-123.3852909,https://www.statcan.gc.ca/en/lode/databases/odhf
1752,Washington Park Medical Clinic,,Ambulatory health care services,Province of British Columbia,757 ryan road courtenay bc v9n 3r6,V9N 3R6,courtenay,BC,Courtenay,5926010.0,49.69744,-124.9863,https://www.statcan.gc.ca/en/lode/databases/odhf
1753,Waterloo Rest Home Ltd,,Nursing and residential care facilities,Province of British Columbia,1835 waterloo st vancouver bc v6r 3g5,V6R 3G5,vancouver,BC,Vancouver,5915022.0,49.2697648,-123.17999440000001,https://www.statcan.gc.ca/en/lode/databases/odhf
1754,Wave Medical Clinic,,Ambulatory health care services,Province of British Columbia,201-1160 burrard street vancouver bc v6z 2e8,V6Z 2E8,vancouver,BC,Vancouver,5915022.0,49.279513,-123.12848000000001,https://www.statcan.gc.ca/en/lode/databases/odhf
1755,Waverly Seniors Village,,Nursing and residential care facilities,Province of British Columbia,8445 young rd chilliwack bc v2p 4p2,V2P 4P2,chilliwack,BC,Chilliwack,5909020.0,49.155592999999996,-121.95191000000001,https://www.statcan.gc.ca/en/lode/databases/odhf
1756,Welcome Medical Clinic,,Ambulatory health care services,Province of British Columbia,105-7885 6th street burnaby bc v3n 3n4,V3N 3N4,burnaby,BC,Burnaby,5915025.0,49.219204,-122.927954,https://www.statcan.gc.ca/en/lode/databases/odhf
1757,Well Medical Clinic,,Ambulatory health care services,Province of British Columbia,109-1001 austin avenue coquitlam bc v3k 3n9,V3K 3N9,coquitlam,BC,Coquitlam,5915034.0,49.249007,-122.867352,https://www.statcan.gc.ca/en/lode/databases/odhf
1758,Wellington Street Group Home,,Nursing and residential care facilities,Province of British Columbia,3719 wellington st port coquitlam bc v3b 3y9,V3B 3Y9,port coquitlam,BC,Port Coquitlam,5915039.0,49.278845399999994,-122.76209240000001,https://www.statcan.gc.ca/en/lode/databases/odhf
1759,Wellness First Medical Clinic,,Ambulatory health care services,Province of British Columbia,140-10111 no. 3 road richmond bc v7a 1g3,V7A 1G3,richmond,BC,Richmond,5915015.0,49.140190000000004,-123.1378,https://www.statcan.gc.ca/en/lode/databases/odhf
1760,Wells Gray Place,,Nursing and residential care facilities,Province of British Columbia,312 wells gray pl new westminster bc v3l 3y3,V3L 3Y3,new westminster,BC,New Westminster,5915029.0,49.2325521,-122.8936793,https://www.statcan.gc.ca/en/lode/databases/odhf
1761,West 63rd Home,,Nursing and residential care facilities,Province of British Columbia,369 w 63rd ave vancouver bc v5x 2j1,V5X 2J1,vancouver,BC,Vancouver,5915022.0,49.213449700000005,-123.11393559999999,https://www.statcan.gc.ca/en/lode/databases/odhf
1762,West Coast Family Medical Clinic,,Ambulatory health care services,Province of British Columbia,6660 sooke road sooke bc v9z 0a5,V9Z 0A5,sooke,BC,Sooke,5917052.0,48.378844,-123.721171,https://www.statcan.gc.ca/en/lode/databases/odhf
1763,West Coast General Hospital,general,Hospitals,Public Health Agency of Canada,3949 port alberni hwy. port alberni bc v9y 4s1,V9Y 4S1,port alberni,BC,Port Alberni,5923008.0,49.2487383,-124.782044,https://www.statcan.gc.ca/en/lode/databases/odhf
1764,West Coast Urgent Care Clinic,,Ambulatory health care services,Province of British Columbia,3949 maple way port alberni bc v9y 0b2,V9Y 0B2,port alberni,BC,Port Alberni,5923008.0,49.263571,-124.79203500000001,https://www.statcan.gc.ca/en/lode/databases/odhf
1765,West Houston,,Nursing and residential care facilities,Province of British Columbia,535 west houston street nelson bc v1l 6c9,V1L 6C9,nelson,BC,Nelson,5903015.0,49.4808886,-117.299647,https://www.statcan.gc.ca/en/lode/databases/odhf
1766,West Kelowna Walk-in and Family Practice,,Ambulatory health care services,Province of British Columbia,105-2231 louie drive west kelowna bc v4t 3k3,V4T 3K3,west kelowna,BC,Tsinstikeptum  9,5935802.0,49.8375,-119.6156,https://www.statcan.gc.ca/en/lode/databases/odhf
1767,West Shore Laylum,,Nursing and residential care facilities,Province of British Columbia,2567 king george blvd surrey bc v4p 0e9,V4P 0E9,surrey,BC,Surrey,5915004.0,49.0482742,-122.79775420000001,https://www.statcan.gc.ca/en/lode/databases/odhf
1768,West Steveston Medical Clinic,,Ambulatory health care services,Province of British Columbia,3100-11666 steveston highway richmond bc v7a 5j3,V7A 5J3,richmond,BC,Richmond,5915015.0,49.132,-123.0961,https://www.statcan.gc.ca/en/lode/databases/odhf
1769,West Vancouver Beachside Medical,,Ambulatory health care services,Province of British Columbia,1405 bellevue avenue west vancouver bc v7t 1c3,V7T 1C3,west vancouver,BC,West Vancouver,5915055.0,49.32737,-123.15454,https://www.statcan.gc.ca/en/lode/databases/odhf
1770,West Vancouver Care Centre,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,V7V 4K9,west vancouver,BC,West Vancouver,,,,https://www.statcan.gc.ca/en/lode/databases/odhf
1771,Westhaven,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,V9Y 4S1,port alberni,BC,Port Alberni,,,,https://www.statcan.gc.ca/en/lode/databases/odhf
1772,Westholme Road Group Home,,Nursing and residential care facilities,Province of British Columbia,7105 westholme rd duncan bc v9l 6b4,V9L 6B4,duncan,BC,North Cowichan,5919008.0,48.850249,-123.71543999999999,https://www.statcan.gc.ca/en/lode/databases/odhf
1773,Westminster House,,Nursing and residential care facilities,Province of British Columbia,1653 140th st surrey bc v4a 4h1,V4A 4H1,surrey,BC,Surrey,5915004.0,49.032828,-122.83698899999999,https://www.statcan.gc.ca/en/lode/databases/odhf
1774,Westporte Residence,,Nursing and residential care facilities,Province of British Columbia,5563 woodland cres e port alberni bc v9y 8e6,V9Y 8E6,port alberni,BC,Port Alberni,5923008.0,49.2734596,-124.84664340000002,https://www.statcan.gc.ca/en/lode/databases/odhf
1775,Westside Medical Associates,,Ambulatory health care services,Province of British Columbia,101-1135 stevens road west kelowna bc v1z 2s8,V1Z 2S8,west kelowna,BC,West Kelowna,5935029.0,49.866009999999996,-119.56343400000002,https://www.statcan.gc.ca/en/lode/databases/odhf
1776,Westsyde Care Annex,,Nursing and residential care facilities,Province of British Columbia,2980 westsyde road kamloops bc v2b 7e9,V2B 7E9,kamloops,BC,Kamloops,5933042.0,50.758769,-120.3494264,https://www.statcan.gc.ca/en/lode/databases/odhf
1778,Westview Place,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,V2A 3G6,penticton,BC,Penticton,,,,https://www.statcan.gc.ca/en/lode/databases/odhf
1779,Westwood Group Home,,Nursing and residential care facilities,Province of British Columbia,2610 jingle pot rd nanaimo bc v9r 5k3,V9R 5K3,nanaimo,BC,Nanaimo,5921007.0,49.17259,-124.01553,https://www.statcan.gc.ca/en/lode/databases/odhf
1780,Wexford Creek,,Nursing and residential care facilities,Province of British Columbia,80 10th st nanaimo bc v9r 0a8,V9R 0A8,nanaimo,BC,Nanaimo,5921007.0,49.131794,-123.92555,https://www.statcan.gc.ca/en/lode/databases/odhf
1781,Wheelhouse Integrative Medical Clinic,,Ambulatory health care services,Province of British Columbia,107-2349 millstream road victoria bc v9b 3r5,V9B 3R5,victoria,BC,Langford,5917044.0,48.463909,-123.499077,https://www.statcan.gc.ca/en/lode/databases/odhf
1782,Whistler Blackcomb Sea to Sky Community Hospice,,Nursing and residential care facilities,Province of British Columbia,38146 behrner dr squamish bc v8b 0c8,V8B 0C8,squamish,BC,Squamish,5931006.0,49.69963,-123.14,https://www.statcan.gc.ca/en/lode/databases/odhf
1783,Whistler Medical Clinic,,Ambulatory health care services,Province of British Columbia,4380 lorimer road whistler bc v0n 1b4,V0N 1B4,whistler,BC,Whistler,5931020.0,50.120463,-122.95490600000001,https://www.statcan.gc.ca/en/lode/databases/odhf
1784,White Heather Manor,,Nursing and residential care facilities,Province of British Columbia,3728 casorso rd kelowna bc v1w 4m8,V1W 4M8,kelowna,BC,Kelowna,5935010.0,49.85067539999999,-119.47761440000001,https://www.statcan.gc.ca/en/lode/databases/odhf
1785,White Rock Seniors Village,,Nursing and residential care facilities,Province of British Columbia,15628 buena vista ave white rock bc v4b 1z4,V4B 1Z4,white rock,BC,White Rock,5915007.0,49.0236424,-122.78915020000001,https://www.statcan.gc.ca/en/lode/databases/odhf
1786,Whitecliff Retirement Residence,,Nursing and residential care facilities,Province of British Columbia,15501 16th ave surrey bc v4a 9m5,V4A 9M5,surrey,BC,Surrey,5915004.0,49.031791,-122.79310900000002,https://www.statcan.gc.ca/en/lode/databases/odhf
1787,Wicks Road Group Home,,Nursing and residential care facilities,Province of British Columbia,6276 wicks rd duncan bc v9l 5c3,V9L 5C3,duncan,BC,North Cowichan,5919008.0,48.798265,-123.68607,https://www.statcan.gc.ca/en/lode/databases/odhf
1788,Wilcox Home,,Nursing and residential care facilities,Province of British Columbia,2476 wilcox terr victoria bc v8z 5r6,V8Z 5R6,victoria,BC,Central Saanich,5917015.0,48.5567761,-123.39770459999998,https://www.statcan.gc.ca/en/lode/databases/odhf
1789,Wilding Way,,Nursing and residential care facilities,Province of British Columbia,2412 wilding way north vancouver bc v7n 4j4,V7N 4J4,north vancouver,BC,North Vancouver,5915051.0,49.330730700000004,-123.0534125,https://www.statcan.gc.ca/en/lode/databases/odhf
1790,William Rudd House,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,V3L 5E8,new westminster,BC,New Westminster,,,,https://www.statcan.gc.ca/en/lode/databases/odhf
1791,Williams Lake Community Mental Health and Addiction Services,mental health unit,Nursing and residential care facilities,Public Health Agency of Canada,487 borland st. williams lake bc v2g 1r9,V2G 1R9,williams lake,BC,Williams Lake,5941009.0,52.1297698,-122.13973680000001,https://www.statcan.gc.ca/en/lode/databases/odhf
1792,Williams Lake Seniors Village,,Nursing and residential care facilities,Province of British Columbia,1455 western ave williams lake bc v2g 5n1,V2G 5N1,williams lake,BC,Williams Lake,5941009.0,52.1520084,-122.1593926,https://www.statcan.gc.ca/en/lode/databases/odhf
1793,Williams Road Group Home,,Nursing and residential care facilities,Province of British Columbia,8380 williams rd richmond bc v7a 1g6,V7A 1G6,richmond,BC,Richmond,5915015.0,49.140605900000004,-123.13144380000001,https://www.statcan.gc.ca/en/lode/databases/odhf
1794,Willingdon Care Centre,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,V5H 1P4,burnaby,BC,Burnaby,,,,https://www.statcan.gc.ca/en/lode/databases/odhf
1795,Willingdon Creek Village,,Nursing and residential care facilities,Province of British Columbia,4980 kiwanis avenue powell river bc v8a 5h5,V8A 5H5,powell river,BC,Powell River,5927008.0,49.849859,-124.51899999999999,https://www.statcan.gc.ca/en/lode/databases/odhf
1796,Willoughby Medical Centre,,Ambulatory health care services,Province of British Columbia,20202 66th avenue langley bc v2y 1p3,V2Y 1P3,langley,BC,Langley,5915001.0,49.12048,-122.6614,https://www.statcan.gc.ca/en/lode/databases/odhf
1797,Willow House,,Nursing and residential care facilities,Province of British Columbia,1812 22 st vernon bc v1t 7g2,V1T 7G2,vernon,BC,Vernon,5937014.0,50.255446500000005,-119.2599452,https://www.statcan.gc.ca/en/lode/databases/odhf
1798,Willow Manor Care Centre,,Nursing and residential care facilities,Province of British Columbia,12275 224th st maple ridge bc v2x 6h5,V2X 6H5,maple ridge,BC,Maple Ridge,5915075.0,49.2253273,-122.6020158,https://www.statcan.gc.ca/en/lode/databases/odhf
1799,Willow Place,,Nursing and residential care facilities,Province of British Columbia,355 willow dr trail bc v1r 2m8,V1R 2M8,trail,BC,Warfield,5905018.0,49.0924555,-117.74782340000002,https://www.statcan.gc.ca/en/lode/databases/odhf
1800,Willowbrook Medical Clinic,,Ambulatory health care services,Province of British Columbia,158a-19653 willowbrook drive langley bc v2y 1a5,V2Y 1A5,langley,BC,Langley,5915001.0,49.115513,-122.67866399999998,https://www.statcan.gc.ca/en/lode/databases/odhf
1801,Willowview,,Nursing and residential care facilities,Province of British Columbia,1808 30 st vernon bc v1t 5c5,V1T 5C5,vernon,BC,Vernon,5937014.0,50.255026799999996,-119.2705047,https://www.statcan.gc.ca/en/lode/databases/odhf
1802,Wilmada Place,,Nursing and residential care facilities,Province of British Columbia,46660 cedar st chilliwack bc v2p 2h6,V2P 2H6,chilliwack,BC,Chilliwack,5909020.0,49.171290899999995,-121.932773,https://www.statcan.gc.ca/en/lode/databases/odhf
1803,Windermere Care Centre,,Nursing and residential care facilities,Province of British Columbia,900 w 12th ave vancouver bc v5z 1n3,V5Z 1N3,vancouver,BC,Vancouver,5915022.0,49.260325,-123.125,https://www.statcan.gc.ca/en/lode/databases/odhf
1804,Windridge House,,Nursing and residential care facilities,Province of British Columbia,2209 windridge dr north vancouver bc v7h 1b6,V7H 1B6,north vancouver,BC,North Vancouver,5915046.0,49.309766700000004,-123.01420420000001,https://www.statcan.gc.ca/en/lode/databases/odhf
1805,Wingate House,,Nursing and residential care facilities,Province of British Columbia,1234 winslow ave coquitlam bc v3j 2g2,V3J 2G2,coquitlam,BC,Coquitlam,5915034.0,49.2538639,-122.85832420000001,https://www.statcan.gc.ca/en/lode/databases/odhf
1806,Winston Manor,,Nursing and residential care facilities,Province of British Columbia,2805 w 7th ave vancouver bc v6k 1z5,V6K 1Z5,vancouver,BC,Vancouver,5915022.0,49.266044799999996,-123.1686393,https://www.statcan.gc.ca/en/lode/databases/odhf
1807,Wisteria House Group Home,,Nursing and residential care facilities,Province of British Columbia,5834 upland ave duncan bc v9l 1l8,V9L 1L8,duncan,BC,North Cowichan,5919008.0,48.782618,-123.73071999999999,https://www.statcan.gc.ca/en/lode/databases/odhf
1808,Woodgrove Manor,,Nursing and residential care facilities,Province of British Columbia,6304 metral dr nanaimo bc v9t 2l8,V9T 2L8,nanaimo,BC,Nanaimo,5921007.0,49.229161100000006,-124.04333429999998,https://www.statcan.gc.ca/en/lode/databases/odhf
1809,Woodrich,,Nursing and residential care facilities,Province of British Columbia,7360 no. 2 rd richmond bc v7c 3l9,V7C 3L9,richmond,BC,Richmond,5915015.0,49.1592408,-123.15844809999999,https://www.statcan.gc.ca/en/lode/databases/odhf
1810,Woodvan,,Nursing and residential care facilities,Province of British Columbia,1384 e 61st ave vancouver bc v5x 2c7,V5X 2C7,vancouver,BC,Vancouver,5915022.0,49.214385,-123.07777109999999,https://www.statcan.gc.ca/en/lode/databases/odhf
1811,Woodwards Home,,Nursing and residential care facilities,Province of British Columbia,5728 woodwards road richmond bc v7e 1h1,V7E 1H1,richmond,BC,Richmond,5915015.0,49.143749799999995,-123.1592847,https://www.statcan.gc.ca/en/lode/databases/odhf
1812,Wrinch Memorial Hospital,general,Hospitals,Public Health Agency of Canada,2510 hwy. 62 hazelton bc v0j 1y0,V0J 1Y0,hazelton,BC,Hazelton,5949022.0,55.259575600000005,-127.65125800000001,https://www.statcan.gc.ca/en/lode/databases/odhf
1814,Yale House,,Nursing and residential care facilities,Province of British Columbia,13107 old yale rd surrey bc v3t 3c3,V3T 3C3,surrey,BC,Surrey,5915004.0,49.1883729,-122.85866259999999,https://www.statcan.gc.ca/en/lode/databases/odhf
1815,Yaletown House,,Nursing and residential care facilities,Province of British Columbia,1099 cambie st vancouver bc v6b 5a8,V6B 5A8,vancouver,BC,Vancouver,5915022.0,49.275271999999994,-123.119,https://www.statcan.gc.ca/en/lode/databases/odhf
1817,Yaletown Medical Clinic,,Ambulatory health care services,Province of British Columbia,1296 pacific boulevard vancouver bc v6z 2v1,V6Z 2V1,vancouver,BC,Vancouver,5915022.0,49.273447,-123.12342,https://www.statcan.gc.ca/en/lode/databases/odhf
1818,Yates and Quadra Integrated Health Centre,,Ambulatory health care services,Province of British Columbia,105-911 yates street victoria bc v8v 4x3,V8V 4X3,victoria,BC,Victoria,5917034.0,48.42563,-123.358744,https://www.statcan.gc.ca/en/lode/databases/odhf
1819,Yew Residence,,Nursing and residential care facilities,Province of British Columbia,6191 yew st vancouver bc v6m 3z1,V6M 3Z1,vancouver,BC,Vancouver,5915022.0,49.230025399999995,-123.15908529999999,https://www.statcan.gc.ca/en/lode/databases/odhf
1820,Youville Residence,,Nursing and residential care facilities,Province of British Columbia,4950 heather st vancouver bc v5z 3l9,V5Z 3L9,vancouver,BC,Vancouver,5915022.0,49.24058,-123.12,https://www.statcan.gc.ca/en/lode/databases/odhf
1821,Yucalta Lodge,,Nursing and residential care facilities,Province of British Columbia,555 second ave campbell river bc v9w 3v1,V9W 3V1,campbell river,BC,Campbell River,5924034.0,50.009873,-125.24531,https://www.statcan.gc.ca/en/lode/databases/odhf
1822,Yyoung Medical Clinic and Pharmacy,,Ambulatory health care services,Province of British Columbia,1721 main street vancouver bc v5t 3b5,V5T 3B5,vancouver,BC,Vancouver,5915022.0,49.269917,-123.100793,https://www.statcan.gc.ca/en/lode/databases/odhf
1823,Zion Park Manor,,Nursing and residential care facilities,Province of British Columbia,5939 180th st surrey bc v3s 4l2,V3S 4L2,surrey,BC,Surrey,5915004.0,49.1101454,-122.72421499999999,https://www.statcan.gc.ca/en/lode/databases/odhf
332,100 Mile District General Hospital,general,Hospitals,Public Health Agency of Canada,555 cedar ave. 100 mile house bc v0k 2e0,V0K 2E0,100 mile house,BC,One Hundred Mile House,5941005.0,51.6376711,-121.2930534,https://www.statcan.gc.ca/en/lode/databases/odhf
