canonical_name,place_type,place_status,health_authority,address,locality,province,postal_code,latitude,longitude,source_label,source_url,verification_status,source_datasets,aliases,notes
St. John Hospital,hospital,physical_place,Northern Health,3255 Hospital Rd,Vanderhoof,BC,V0J 3A2,54.0285233,-124.0110024,HealthLinkBC hospitals CSV,https://www.northernhealth.ca/find-a-facility/hospitals/st-john-hospital,geocoded_needs_review,bc_msp_blue_book|bc_wait_times|statcan_odhf,St. John Hospital,"BC Geocoder matched 3255 Hospital Rd, Vanderhoof, BC score=99 precision=CIVIC_NUMBER. Imported from bc_wait_times/facility_locations.csv. Imported from MSP Blue Book payee names; address not verified. Seen 11 row(s), 2014/2015 to 2024/2025, total payments $5,854,135.11. Imported from StatCan ODHF BC export (ODHF type: Hospitals; source type: general)."
St. Joseph's General Hospital,hospital,physical_place,,2137 Comox Ave,Comox,BC,,49.6738843,-124.9414634,Island Health news release,https://www.islandhealth.ca/news/news-releases/north-island-hospital-comox-valley-move-nihmovecv,verified,bc_msp_blue_book|manual_enrichment,St. Joseph's General Hospital,"Imported from MSP Blue Book payee names; address not verified. Seen 4 row(s), 2014/2015 to 2017/2018, total payments $26,921,575.31. Island Health news release identifies former St. Joseph's General Hospital emergency department at 2137 Comox Avenue before North Island Hospital Comox Valley opened. BC Geocoder matched 2137 Comox Ave, Comox, BC score=100 precision=CIVIC_NUMBER."
St. Joseph's General Hospital - Comox,hospital,physical_place,,2137 comox ave. comox bc v9m 1p2,comox,BC,V9M 1P2,49.674463700000004,-124.94156840000001,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,St. Joseph's General Hospital - Comox,Imported from StatCan ODHF BC export (ODHF type: Hospitals; source type: general).
St. Mary's Hospital,hospital,physical_place,,5544 Sunshine Coast Hwy,Sechelt,BC,V0N 3A0,49.4744394,-123.7489277,HealthLinkBC hospitals CSV,https://www.vch.ca/en/location/sechelt-shishalh-hospital,verified,bc_msp_blue_book|manual_enrichment,St. Mary's Hospital,"Imported from MSP Blue Book payee names; address not verified. Seen 7 row(s), 2014/2015 to 2020/2021, total payments $12,938,719.41. VCH news states St. Mary's was renamed Sechelt Hospital; current official page is Sechelt | shíshálh Hospital. BC Geocoder matched 5544 Sunshine Coast Hwy, Sechelt, BC score=99 precision=CIVIC_NUMBER."
St. Mary's Hospital / Sechelt-Shishalh Hospital,hospital,physical_place,,5544 sunshine coast hwy. sechelt bc v0n 3a0,sechelt,BC,V0N 3A0,49.4746186,-123.7496314,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,St. Mary's Hospital / Sechelt-Shishalh Hospital,Imported from StatCan ODHF BC export (ODHF type: Hospitals; source type: general).
St. Paul's Hospital,hospital,physical_place,Vancouver Coastal Health,1081 Burrard St,Vancouver,BC,V6Z 1Y6,49.2805979,-123.1289966,HealthLinkBC hospitals CSV,https://www.providencehealthcare.org/en/locations/st-pauls-hospital,geocoded_needs_review,bc_msp_blue_book|bc_wait_times|statcan_odhf,St. Paul's Hospital,"BC Geocoder matched 1081 Burrard St, Vancouver, BC score=99 precision=CIVIC_NUMBER. Imported from bc_wait_times/facility_locations.csv. Imported from MSP Blue Book payee names; address not verified. Seen 11 row(s), 2014/2015 to 2024/2025, total payments $232,609,577.24. Imported from StatCan ODHF BC export (ODHF type: Hospitals; source type: general)."
Stuart Lake Hospital,hospital,physical_place,,606 Stuart Dr E,Fort St. James,BC,V0J 1P0,54.4407648,-124.2422686,HealthLinkBC hospitals CSV,https://www.northernhealth.ca/find-a-facility/hospitals/natsoojeh-hospital-and-health-centre,verified,bc_msp_blue_book|manual_enrichment|statcan_odhf,Stuart Lake Hospital,"Imported from MSP Blue Book payee names; address not verified. Seen 11 row(s), 2014/2015 to 2024/2025, total payments $1,671,274.80. Current official Northern Health facility name is Nats'oojeh Hospital and Health Centre in Fort St. James. BC Geocoder matched 606 Stuart Dr E, Fort St. James, BC score=99 precision=CIVIC_NUMBER. Imported from StatCan ODHF BC export (ODHF type: Hospitals; source type: general)."
Sunny Hill Health Centre for Children,hospital,physical_place,,3644 slocan st. vancouver bc v5m 3e8,vancouver,BC,V5M 3E8,49.25197429999999,-123.0482504,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Sunny Hill Health Centre for Children,Imported from StatCan ODHF BC export (ODHF type: Hospitals; source type: rehabilitation).
Surrey Memorial Hospital,hospital,physical_place,Fraser Health,13750 96 Ave,Surrey,BC,V3V 1Z2,49.1768252,-122.8424373,HealthLinkBC hospitals CSV,https://www.fraserhealth.ca/Service-Directory/Locations/Surrey/surrey-memorial-hospital#.W1j1rdVKhEY,geocoded_needs_review,bc_msp_blue_book|bc_wait_times|statcan_odhf,Surrey Memorial Hospital,"BC Geocoder matched 13750 96 Ave, Surrey, BC score=99 precision=CIVIC_NUMBER. Imported from bc_wait_times/facility_locations.csv. Imported from MSP Blue Book payee names; address not verified. Seen 11 row(s), 2014/2015 to 2024/2025, total payments $132,773,869.30. Imported from StatCan ODHF BC export (ODHF type: Hospitals; source type: general)."
the Regional Treatment Centre (Pacific),hospital,physical_place,,33344 king rd. abbotsford bc v2s 4p4,abbotsford,BC,V2S 4P4,49.03108579999999,-122.30031570000001,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,the Regional Treatment Centre (Pacific),Imported from StatCan ODHF BC export (ODHF type: Hospitals; source type: psychiatric).
The University Hospital Of Northern British Columbia,hospital,physical_place,Northern Health,1475 Edmonton St,Prince George,BC,V2M 1S2,53.9112808,-122.7634780,HealthLinkBC hospitals CSV,https://www.northernhealth.ca/find-a-facility/hospitals/university-hospital-northern-british-columbia-uhnbc,geocoded_needs_review,bc_wait_times,The University Hospital Of Northern British Columbia,"Matched source facility name: University Hospital of Northern British Columbia. BC Geocoder matched 1475 Edmonton St, Prince George, BC score=99 precision=CIVIC_NUMBER. Imported from bc_wait_times/facility_locations.csv."
Tofino General Hospital,hospital,physical_place,,261 Neill St,Tofino,BC,V0R 2Z0,49.1509520,-125.9085295,HealthLinkBC hospitals CSV,https://www.islandhealth.ca/our-locations/hospitals-health-centre-locations/tofino-general-hospital,verified,bc_msp_blue_book|manual_enrichment|statcan_odhf,Tofino General Hospital,"Imported from MSP Blue Book payee names; address not verified. Seen 11 row(s), 2014/2015 to 2024/2025, total payments $1,674,571.30. BC Geocoder matched 261 Neill St, Tofino, BC score=99 precision=CIVIC_NUMBER. Imported from StatCan ODHF BC export (ODHF type: Hospitals; source type: general)."
Tofino General Hospital Inpatient Care Network,hospital,physical_place,,261 Neill St,Tofino,BC,V0R 2Z0,49.1509520,-125.9085295,Island Health location page,https://www.islandhealth.ca/our-locations/hospitals-health-centre-locations/tofino-general-hospital,verified,bc_msp_blue_book|manual_enrichment,Tofino General Hospital Inpatient Care Network,"Imported from MSP Blue Book payee names; address not verified. Seen 3 row(s), 2021/2022 to 2023/2024, total payments $98,550.00. Payee alias/program label for Tofino General Hospital inpatient care network; mapped to the underlying hospital. BC Geocoder matched 261 Neill St, Tofino, BC score=99 precision=CIVIC_NUMBER."
Ubc Hospital,hospital,physical_place,,2211 westbrook mall vancouver bc v6t 2b5,vancouver,BC,V6T 2B5,49.26315579999999,-123.2460022,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Ubc Hospital,Imported from StatCan ODHF BC export (ODHF type: Hospitals; source type: general).
University Hospital of Northern BC,hospital,physical_place,,1475 Edmonton St,Prince George,BC,V2M 1S2,53.9112808,-122.7634780,HealthLinkBC hospitals CSV,https://www.northernhealth.ca/find-a-facility/hospitals/university-hospital-northern-british-columbia-uhnbc,verified,bc_msp_blue_book|manual_enrichment,University Hospital of Northern BC,"Imported from MSP Blue Book payee names; address not verified. Seen 11 row(s), 2014/2015 to 2024/2025, total payments $130,678,167.39. MSP payee abbreviates British Columbia. BC Geocoder matched 1475 Edmonton St, Prince George, BC score=99 precision=CIVIC_NUMBER."
Vancouver General Hospital,hospital,physical_place,Vancouver Coastal Health,899 W 12th Ave,Vancouver,BC,V5Z 1M9,49.2614669,-123.1236005,HealthLinkBC hospitals CSV,https://www.vch.ca/en/location/vancouver-general-hospital,geocoded_needs_review,bc_msp_blue_book|bc_wait_times|statcan_odhf,Vancouver General Hospital,"Matched source facility name: Vancouver General Hospital - Jim Pattison Pavilion. BC Geocoder matched 899 W 12th Ave, Vancouver, BC score=99 precision=CIVIC_NUMBER. Imported from bc_wait_times/facility_locations.csv. Imported from MSP Blue Book payee names; address not verified. Seen 11 row(s), 2014/2015 to 2024/2025, total payments $285,334,452.80. Imported from StatCan ODHF BC export (ODHF type: Hospitals; source type: general)."
Vancouver General Hospital - Gordon and Leslie Diamond Health Care Centre,hospital,physical_place,,2775 laurel street vancouver bc v5z 1m9,vancouver,BC,V5Z 1M9,49.261187,-123.12565500000001,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Vancouver General Hospital - Gordon and Leslie Diamond Health Care Centre,Imported from StatCan ODHF BC export (ODHF type: Hospitals; source type: unspecified).
Vancouver General Hospital - Health Centre,hospital,physical_place,,715 west 12th avenue vancouver bc v5z 1n1,vancouver,BC,V5Z 1N1,49.26052,-123.12084899999999,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Vancouver General Hospital - Health Centre,Imported from StatCan ODHF BC export (ODHF type: Hospitals; source type: unspecified).
Vancouver Hospital - UBC Pavillions,hospital,physical_place,,2211 Wesbrook Mall,Vancouver,BC,V6T 2B5,49.2646706,-123.2442590,Vancouver Coastal Health location page,https://www.vch.ca/en/location/ubc-hospital,verified,bc_msp_blue_book|manual_enrichment,Vancouver Hospital - UBC Pavillions,"Imported from MSP Blue Book payee names; address not verified. Seen 11 row(s), 2014/2015 to 2024/2025, total payments $29,849,232.58. Payee alias/site label for UBC Hospital pavilions; source spelling uses Pavillions and maps to UBC Hospital. BC Geocoder matched 2211 Wesbrook Mall, Vancouver, BC score=98 precision=BLOCK."
Vernon Jubilee Hospital,hospital,physical_place,Interior Health,2101 32 St,Vernon,BC,V1T 5L2,50.2573987,-119.2734208,HealthLinkBC hospitals CSV,https://www.interiorhealth.ca/locations/vernon-jubilee-hospital,geocoded_needs_review,bc_msp_blue_book|bc_wait_times|statcan_odhf,Vernon Jubilee Hospital,"BC Geocoder matched 2101 32 St, Vernon, BC score=99 precision=CIVIC_NUMBER. Imported from bc_wait_times/facility_locations.csv. Imported from MSP Blue Book payee names; address not verified. Seen 11 row(s), 2014/2015 to 2024/2025, total payments $80,296,612.74. Imported from StatCan ODHF BC export (ODHF type: Hospitals; source type: extended care)."
Victoria General Hospital,hospital,physical_place,,1 Hospital Way,View Royal,BC,V8Z 6R5,48.4668088,-123.4321793,HealthLinkBC hospitals CSV,https://www.islandhealth.ca/our-locations/hospitals-health-centre-locations/victoria-general-hospital-vgh,verified,bc_msp_blue_book|manual_enrichment,Victoria General Hospital,"Imported from MSP Blue Book payee names; address not verified. Seen 11 row(s), 2014/2015 to 2024/2025, total payments $159,143,317.97. BC Geocoder matched 1 Hospital Way, View Royal, BC score=95 precision=CIVIC_NUMBER."
Victoria General Hospital - Victoria,hospital,physical_place,,1 hospital way victoria bc v8z 6r5,victoria,BC,V8Z 6R5,48.4665044,-123.4330644,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Victoria General Hospital - Victoria,Imported from StatCan ODHF BC export (ODHF type: Hospitals; source type: general).
VIHA Cowichan District Hospital,hospital,physical_place,,3045 Gibbins Rd,Duncan,BC,V9L 1E5,48.7861230,-123.7227061,HealthLinkBC hospitals CSV,https://www.islandhealth.ca/our-locations/hospitals-health-centre-locations/cowichan-district-hospital,verified,bc_msp_blue_book|manual_enrichment,VIHA Cowichan District Hospital,"Imported from MSP Blue Book payee names; address not verified. Seen 3 row(s), 2019/2020 to 2021/2022, total payments $13,204,651.78. MSP payee includes former authority acronym VIHA; facility match is Cowichan District Hospital. BC Geocoder matched 3045 Gibbins Rd, Duncan, BC score=99 precision=CIVIC_NUMBER."
West Coast General Hospital,hospital,physical_place,Vancouver Island Health,3949 Port Alberni Hwy,Port Alberni,BC,V9Y 4S1,49.2484114,-124.7821048,HealthLinkBC hospitals CSV,https://www.islandhealth.ca/our-locations/hospitals-health-centre-locations/west-coast-general-hospital,geocoded_needs_review,bc_msp_blue_book|bc_wait_times|statcan_odhf,West Coast General Hospital,"BC Geocoder matched 3949 Port Alberni Hwy, Port Alberni, BC score=99 precision=CIVIC_NUMBER. Imported from bc_wait_times/facility_locations.csv. Imported from MSP Blue Book payee names; address not verified. Seen 11 row(s), 2014/2015 to 2024/2025, total payments $22,374,140.27. Imported from StatCan ODHF BC export (ODHF type: Hospitals; source type: general)."
Wrinch Memorial Hospital,hospital,physical_place,Northern Health,2510 Hwy 62,Hazelton,BC,V0J 1Y1,55.2589989,-127.6515954,HealthLinkBC hospitals CSV,https://www.northernhealth.ca/find-a-facility/hospitals/wrinch-memorial-hospital,geocoded_needs_review,bc_msp_blue_book|bc_wait_times|statcan_odhf,Wrinch Memorial Hospital,"BC Geocoder matched 2510 Hwy 62, Hazelton, BC score=99 precision=CIVIC_NUMBER. Imported from bc_wait_times/facility_locations.csv. Imported from MSP Blue Book payee names; address not verified. Seen 11 row(s), 2014/2015 to 2024/2025, total payments $3,473,244.97. Imported from StatCan ODHF BC export (ODHF type: Hospitals; source type: general)."
Aberdeen Lab & X-Ray,diagnostic_facility,physical_place,,1320 Trans-Canada Hwy W,Kamloops,BC,,50.6548010,-120.3715764,BC Ministry of Health approved diagnostic facilities - radiology,https://www2.gov.bc.ca/assets/gov/health/practitioner-pro/medical-services-plan/diagnostic-facilities/approved-diagnostic-facilities/dfa_20260527_radiology.pdf,verified,bc_msp_blue_book|manual_enrichment,Aberdeen Lab & X-Ray,"Imported from MSP Blue Book payee names; address not verified. Seen 7 row(s), 2014/2015 to 2020/2021, total payments $6,232,082.57. Official list names ABERDEEN ULTRASOUND & X-RAY at this Kamloops address; canonical MSP payee appears to be an older or shortened lab/x-ray variant. Postal code not present in PDF. BC Geocoder matched UNIT 250 -- 1320 Trans-Canada Hwy W, Kamloops, BC score=99 precision=CIVIC_NUMBER."
Aberdeen Ultrasound & X-Ray,diagnostic_facility,physical_place,,1320 Trans-Canada Hwy W,Kamloops,BC,,50.6548010,-120.3715764,BC Ministry of Health approved diagnostic facilities - diagnostic ultrasound,https://www2.gov.bc.ca/assets/gov/health/practitioner-pro/medical-services-plan/diagnostic-facilities/approved-diagnostic-facilities/dfa_diagnostic_ultrasound.pdf,verified,bc_msp_blue_book|manual_enrichment,Aberdeen Ultrasound & X-Ray,"Imported from MSP Blue Book payee names; address not verified. Seen 4 row(s), 2021/2022 to 2024/2025, total payments $3,931,218.33. Official list names ABERDEEN ULTRASOUND & X-RAY; postal code not present in PDF. BC Geocoder matched UNIT 250 -- 1320 Trans-Canada Hwy W, Kamloops, BC score=99 precision=CIVIC_NUMBER."
Aberdeen Ultrasound & Xray,diagnostic_facility,physical_place,,1320 Trans-Canada Hwy W,Kamloops,BC,,50.6548010,-120.3715764,BC Ministry of Health approved diagnostic facilities - diagnostic ultrasound,https://www2.gov.bc.ca/assets/gov/health/practitioner-pro/medical-services-plan/diagnostic-facilities/approved-diagnostic-facilities/dfa_diagnostic_ultrasound.pdf,verified,bc_msp_blue_book|manual_enrichment,Aberdeen Ultrasound & Xray,"Imported from MSP Blue Book payee names; address not verified. Seen 5 row(s), 2016/2017 to 2020/2021, total payments $4,244,912.35. Canonical row appears to be spelling variant of official ABERDEEN ULTRASOUND & X-RAY; postal code not present in PDF. BC Geocoder matched UNIT 250 -- 1320 Trans-Canada Hwy W, Kamloops, BC score=99 precision=CIVIC_NUMBER."
Ash Holding Ltd. X-Ray,diagnostic_facility,physical_place,,123 10th Ave S,Cranbrook,BC,,49.5091678,-115.7679892,BC Ministry of Health approved diagnostic facilities - radiology,https://www2.gov.bc.ca/assets/gov/health/practitioner-pro/medical-services-plan/diagnostic-facilities/approved-diagnostic-facilities/dfa_radiology.pdf,verified,bc_msp_blue_book|manual_enrichment,Ash Holding Ltd. X-Ray,"Imported from MSP Blue Book payee names; address not verified. Seen 11 row(s), 2014/2015 to 2024/2025, total payments $1,246,437.21. Official list names ASH HOLDINGS LTD; postal code not present in PDF. BC Geocoder matched 123 10th Ave S, Cranbrook, BC score=97 precision=CIVIC_NUMBER."
Baker Street Diagnostics,diagnostic_facility,physical_place,,1311 2nd St N,Cranbrook,BC,,49.5137052,-115.7637824,BC Ministry of Health approved diagnostic facilities - radiology,https://www2.gov.bc.ca/assets/gov/health/practitioner-pro/medical-services-plan/diagnostic-facilities/approved-diagnostic-facilities/dfa_radiology.pdf,verified,bc_msp_blue_book|manual_enrichment,Baker Street Diagnostics,"Imported from MSP Blue Book payee names; address not verified. Seen 6 row(s), 2017/2018 to 2022/2023, total payments $873,390.55. Postal code not present in PDF. BC Geocoder matched UNIT 265 -- 1311 2nd St N, Cranbrook, BC score=99 precision=CIVIC_NUMBER."
BCCDC-PHL Lower Mainland Laboratories,diagnostic_facility,physical_place,,655 W 12th Ave,Vancouver,BC,V5Z 4R4,49.2607380,-123.1185630,BCCDC Public Health Laboratory,https://www.bccdc.ca/our-services/service-areas/bccdc-public-health-laboratory,verified,bc_msp_blue_book|manual_enrichment,BCCDC-PHL Lower Mainland Laboratories,"Imported from MSP Blue Book payee names; address not verified. Seen 5 row(s), 2016/2017 to 2020/2021, total payments $510,911.74. BCCDC page identifies the Public Health Laboratory as the primary public health and reference diagnostic testing facility for BC and lists this contact address. BC Geocoder matched 655 W 12th Ave, Vancouver, BC score=99 precision=CIVIC_NUMBER."
Granville Allergy Lab Ltd.,diagnostic_facility,multi_site,,,,,,,,BC Ministry of Health approved diagnostic facilities - pulmonary function,https://www2.gov.bc.ca/assets/gov/health/practitioner-pro/medical-services-plan/diagnostic-facilities/dfa_20190131_pulmonary_function.pdf,verified,bc_msp_blue_book|manual_enrichment,Granville Allergy Lab Ltd.,"Imported from MSP Blue Book payee names; address not verified. Seen 5 row(s), 2014/2015 to 2018/2019, total payments $248,027.37. Official 2019 pulmonary function list shows GRANVILLE ALLERGY LAB LTD. under Dr Donald Stark at multiple approved locations including Delta Gibsons Prince George and Vancouver; do not force to one point."
"Greig Associates X-ray, Ultrasound and Mammography Inc.",diagnostic_facility,multi_site,,,,,,,,BC Ministry of Health approved diagnostic facilities - radiology,https://www2.gov.bc.ca/assets/gov/health/practitioner-pro/medical-services-plan/diagnostic-facilities/approved-diagnostic-facilities/dfa_20260527_radiology.pdf,verified,bc_msp_blue_book|manual_enrichment,"Greig Associates X-ray, Ultrasound and Mammography Inc.","Imported from MSP Blue Book payee names; address not verified. Seen 2 row(s), 2014/2015 to 2015/2016, total payments $14,625,553.03. Official list names GREIG ASSOC X-RAY & ULTRASOUND at 219 - 650 W 41st Ave and 5732 Victoria Dr in Vancouver; corporate payee covers multiple approved sites."
"Grieg Associates X-ray, Ultrasound and Mammography Inc.",diagnostic_facility,multi_site,,,,,,,,BC Ministry of Health approved diagnostic facilities - radiology,https://www2.gov.bc.ca/assets/gov/health/practitioner-pro/medical-services-plan/diagnostic-facilities/approved-diagnostic-facilities/dfa_20260527_radiology.pdf,verified,bc_msp_blue_book|manual_enrichment,"Grieg Associates X-ray, Ultrasound and Mammography Inc.","Imported from MSP Blue Book payee names; address not verified. Seen 9 row(s), 2016/2017 to 2024/2025, total payments $72,372,380.86. Canonical row appears to be a misspelling of Greig Associates; official list names GREIG ASSOC X-RAY & ULTRASOUND at 219 - 650 W 41st Ave and 5732 Victoria Dr in Vancouver."
Kelowna Medical Imaging,diagnostic_facility,physical_place,,3330 Richter St,Kelowna,BC,V1W 4V5,49.8567890,-119.4898665,Kelowna Medical Imaging contact page,https://www.kelmedimaging.com/contact.html,verified,bc_msp_blue_book|manual_enrichment,Kelowna Medical Imaging,"Imported from MSP Blue Book payee names; address not verified. Seen 11 row(s), 2014/2015 to 2024/2025, total payments $40,831,231.21. Matches Richter Clinic listed on facility site and provincial approved diagnostic facility lists. BC Geocoder matched UNIT 101 -- 3330 Richter St, Kelowna, BC score=99 precision=UNIT."
Keremeos Diagnostic Centre,diagnostic_facility,physical_place,,700 3rd St,Keremeos,BC,V0X 1N3,49.2045297,-119.8326764,Interior Health - South Similkameen Health Centre,https://www.interiorhealth.ca/locations/south-similkameen-health-centre,verified,bc_msp_blue_book|manual_enrichment,Keremeos Diagnostic Centre,"Imported from MSP Blue Book payee names; address not verified. Seen 1 row(s), 2014/2015 to 2014/2015, total payments $82,030.94. Interior Health lists South Similkameen Health Centre at this address; Ministry radiology list also lists South Similkameen Health Centre in Keremeos. Historical Keremeos Diagnostic Centre appears to refer to diagnostic services at this site. BC Geocoder matched 700 3rd St, Keremeos, BC score=99 precision=CIVIC_NUMBER."
Lindsay Diagnostic Imaging Services Inc,diagnostic_facility,multi_site,,,,,,,,Lindsay Diagnostic Imaging Services official site,https://www.lindsaydiagnosticimaging.com/,verified,bc_msp_blue_book|manual_enrichment,Lindsay Diagnostic Imaging Services Inc|Lindsay Diagnostic Imaging Services Inc.,"Imported from MSP Blue Book payee names; address not verified. Seen 9 row(s), 2016/2017 to 2024/2025, total payments $6,200,795.62. Imported from MSP Blue Book payee names; address not verified. Seen 2 row(s), 2014/2015 to 2015/2016, total payments $820,453.07. Company site states Lindsay Diagnostic Imaging Services Inc. operates two clinics: Kamloops Downtown X-ray Clinic at 107 - 450 Lansdowne Street and Cranbrook Baker Street Diagnostics at 265 - 1311 2 Street N; do not force to one point."
Madrona Imaging Inc.,diagnostic_facility,physical_place,,1804 Bowen Rd,Nanaimo,BC,V9S 5W4,49.1831248,-123.9804876,HealthLink BC - Madrona Imaging,https://www.healthlinkbc.ca/find-care/find-health-services/agency/madrona-imaging,verified,bc_msp_blue_book|manual_enrichment,Madrona Imaging Inc.,"Imported from MSP Blue Book payee names; address not verified. Seen 11 row(s), 2014/2015 to 2024/2025, total payments $33,118,961.75. HealthLinkBC lists agency as Madrona Imaging at A-1804 Bowen Road. BC Geocoder matched UNIT A -- 1804 Bowen Rd, Nanaimo, BC score=98 precision=CIVIC_NUMBER."
Mayfair Diagnostics Inc,diagnostic_facility,ambiguous,,820 - 777 Hornby St,Vancouver,BC,,,,BC Ministry of Health approved diagnostic facilities - radiology,https://www2.gov.bc.ca/assets/gov/health/practitioner-pro/medical-services-plan/diagnostic-facilities/approved-diagnostic-facilities/dfa_20260527_radiology.pdf,needs_review,bc_msp_blue_book|manual_enrichment,Mayfair Diagnostics Inc,"Imported from MSP Blue Book payee names; address not verified. Seen 1 row(s), 2014/2015 to 2014/2015, total payments $263,199.59. Current official list shows Downtown Radiology (Robson Square) at 820 - 777 Hornby St and historical Vancouver business licence data links Mayfair Diagnostics Inc. to 777 Hornby St Unit 820; exact relationship to the MSP payee is not confirmed."
MedRay Imaging Medical Corporation,diagnostic_facility,physical_place,,3001 Gordon Ave,Coquitlam,BC,V3C 2K7,49.2716022,-122.7928740,MedRay Imaging contact page,https://medrayimaging.com/contact/,verified,bc_msp_blue_book|manual_enrichment,MedRay Imaging Medical Corporation,"Imported from MSP Blue Book payee names; address not verified. Seen 11 row(s), 2014/2015 to 2024/2025, total payments $85,798,016.02. Facility site lists MedRay Diagnostic Imaging at Gordon Professional Centre; provincial list also has 100 - 3001 Gordon Avenue. BC Geocoder matched 3001 Gordon Ave, Coquitlam, BC score=96 precision=CIVIC_NUMBER."
North Shore Medical Imaging Inc,diagnostic_facility,multi_site,,,,,,,,BC Ministry of Health approved diagnostic facilities - radiology,https://www2.gov.bc.ca/assets/gov/health/practitioner-pro/medical-services-plan/diagnostic-facilities/approved-diagnostic-facilities/dfa_20260527_radiology.pdf,verified,bc_msp_blue_book|manual_enrichment,North Shore Medical Imaging Inc|North Shore Medical Imaging Inc.,"Imported from MSP Blue Book payee names; address not verified. Seen 9 row(s), 2016/2017 to 2024/2025, total payments $60,754,261.79. Imported from MSP Blue Book payee names; address not verified. Seen 2 row(s), 2014/2015 to 2015/2016, total payments $11,641,675.89. Official lists show North Shore Medical Imaging at multiple approved sites including 139 West 16th Street North Vancouver 38117 2nd Ave Squamish and 110 - 575 16th Street West Vancouver; do not force to one point."
PHL Lower Mainland Laboratories,diagnostic_facility,physical_place,,655 W 12th Ave,Vancouver,BC,V5Z 4R4,49.2607380,-123.1185630,BCCDC Public Health Laboratory,https://www.bccdc.ca/our-services/service-areas/bccdc-public-health-laboratory,geocoded_needs_review,bc_msp_blue_book|manual_enrichment,PHL Lower Mainland Laboratories,"Imported from MSP Blue Book payee names; address not verified. Seen 4 row(s), 2021/2022 to 2024/2025, total payments $672,701.45. BCCDC Public Health Laboratory is listed at this address and provides diagnostic testing; MSP payee abbreviation PHL Lower Mainland Laboratories likely refers to this public health laboratory but the exact abbreviation was not found on the source page. BC Geocoder matched 655 W 12th Ave, Vancouver, BC score=99 precision=CIVIC_NUMBER."
Phoenix Medical X-Ray,diagnostic_facility,physical_place,,2155 10th Ave,Prince George,BC,,53.9152456,-122.7658270,BC Ministry of Health approved diagnostic facilities - radiology,https://www2.gov.bc.ca/assets/gov/health/practitioner-pro/medical-services-plan/diagnostic-facilities/approved-diagnostic-facilities/dfa_radiology.pdf,verified,bc_msp_blue_book|manual_enrichment,Phoenix Medical X-Ray,"Imported from MSP Blue Book payee names; address not verified. Seen 11 row(s), 2014/2015 to 2024/2025, total payments $15,607,513.56. Official list names PHOENIX MEDICAL IMAGING CENTRE; postal code not present in PDF. BC Geocoder matched UNIT 101 -- 2155 10th Ave, Prince George, BC score=99 precision=CIVIC_NUMBER."
UBC Diagnostic Services Laboratory,diagnostic_facility,physical_place,,2211 Wesbrook Mall,Vancouver,BC,V6T 2B5,49.2646706,-123.2442590,LifeLabs neuro-immunology laboratory requisition,https://lifelabs.azureedge.net/lifelabs-wp-cdn/2024/08/Neuro-Immunology-Laboratory-Requisition-LifeLabs2.pdf,geocoded_needs_review,bc_msp_blue_book|manual_enrichment,UBC Diagnostic Services Laboratory,"Imported from MSP Blue Book payee names; address not verified. Seen 10 row(s), 2015/2016 to 2024/2025, total payments $7,230,506.66. Exact UBC Diagnostic Services Laboratory shipping address found in a LifeLabs requisition BC Geocoder matched 2211 Wesbrook Mall, Vancouver, BC score=95 precision=BLOCK."
UBC Ophthalmic Ultrasound,diagnostic_facility,physical_place,,2550 Willow St,Vancouver,BC,,49.2626009,-123.1208651,BC Ministry of Health approved diagnostic facilities - diagnostic ultrasound,https://www2.gov.bc.ca/assets/gov/health/practitioner-pro/medical-services-plan/diagnostic-facilities/approved-diagnostic-facilities/dfa_diagnostic_ultrasound.pdf,verified,bc_msp_blue_book|manual_enrichment,UBC Ophthalmic Ultrasound,"Imported from MSP Blue Book payee names; address not verified. Seen 11 row(s), 2014/2015 to 2024/2025, total payments $2,209,209.41. Official diagnostic ultrasound list includes VGH Eye Care Centre Section L at 2550 Willow St; this is the strongest match for UBC Ophthalmic Ultrasound. Postal code not present in PDF. BC Geocoder matched 2550 Willow St, Vancouver, BC score=100 precision=CIVIC_NUMBER."
