canonical_name,place_type,place_status,health_authority,address,locality,province,postal_code,latitude,longitude,source_label,source_url,verification_status,source_datasets,aliases,notes
Radcliffe Residence,facility,physical_place,,501 radcliffe dr prince george bc v2m 3n5,prince george,BC,V2M 3N5,53.928429099999995,-122.79361920000001,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Radcliffe Residence,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: unspecified).
Rainbow Lodge,facility,physical_place,,7510 6th st burnaby bc v3n 3m1,burnaby,BC,V3N 3M1,49.223830299999996,-122.93329080000001,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Rainbow Lodge,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: unspecified).
Rainbow Manor,facility,physical_place,,10118 159a st surrey bc v4n 2p9,surrey,BC,V4N 2P9,49.185629799999994,-122.83813700000002,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Rainbow Manor,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: unspecified).
Rainbow Ridge Special Care Home,facility,physical_place,,10666 277th st maple ridge bc v2w 1m7,maple ridge,BC,V2W 1M7,49.1956597,-122.45311459999999,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Rainbow Ridge Special Care Home,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: unspecified).
Randall House,facility,physical_place,,6610 gilley ave burnaby bc v5c 5t5,burnaby,BC,V5C 5T5,49.2239136,-122.9716122,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Randall House,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: unspecified).
Raven House,facility,physical_place,,841 levis st coquitlam bc v3j 6a2,coquitlam,BC,V3J 6A2,49.2653533,-122.84740359999998,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Raven House,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: unspecified).
Redfern Home,facility,physical_place,,937 redfern st victoria bc v8s 4e7,victoria,BC,V8S 4E7,48.422320500000005,-123.3238702,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Redfern Home,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: unspecified).
Redonda Crescent Residence,facility,physical_place,,4728 redonda avenue powell river bc v8a 5c9,powell river,BC,V8A 5C9,49.844051,-124.513203,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Redonda Crescent Residence,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: unspecified).
Renaissance Place,facility,physical_place,,32849 12th ave mission bc v2v 2m5,mission,BC,V2V 2M5,49.14447929999999,-122.3151715,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Renaissance Place,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: unspecified).
Renfrew Care Centre,facility,physical_place,,1880 renfrew st vancouver bc v5m 3h9,vancouver,BC,V5M 3H9,49.26786,-123.044,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Renfrew Care Centre,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: unspecified).
Renfrew House,facility,physical_place,,3402 worthington dr vancouver bc v5m 3x8,vancouver,BC,V5M 3X8,49.254321999999995,-123.0301071,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Renfrew House,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: unspecified).
Residence at Morgan Heights,facility,physical_place,,15955 27th ave surrey bc v3s 3w3,surrey,BC,V3S 3W3,49.051717,-122.779794,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Residence at Morgan Heights,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: unspecified).
Rest Haven Lodge,facility,physical_place,,2281 mills rd sidney bc v8l 2c3,sidney,BC,V8L 2C3,48.654973999999996,-123.40484,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Rest Haven Lodge,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: unspecified).
Retirement Concepts,facility,physical_place,,,vancouver,BC,V6E 3V7,,,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Retirement Concepts,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: long term care).
Retirement Concepts — Dufferin Care Centre,facility,physical_place,,,coquitlam,BC,V3B 7X5,,,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Retirement Concepts — Dufferin Care Centre,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: long term care).
Retirement Concepts — Rosemary Heights Seniors Village,facility,physical_place,,,surrey,BC,V3S 2J9,,,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Retirement Concepts — Rosemary Heights Seniors Village,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: long term care).
Revera Inc. — Arbutus Care Centre,facility,physical_place,,,vancouver,BC,V6L 2L1,,,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Revera Inc. — Arbutus Care Centre,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: long term care).
Revera Inc. — Glenwarren Lodge,facility,physical_place,,,victoria,BC,V8T 1B3,,,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Revera Inc. — Glenwarren Lodge,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: long term care).
Revera Inc. — Holyrood Manor,facility,physical_place,,,maple ridge,BC,V2X 3E6,,,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Revera Inc. — Holyrood Manor,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: long term care).
Revera Inc. — Lakeview Care Centre,facility,physical_place,,,vancouver,BC,V5N 5W4,,,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Revera Inc. — Lakeview Care Centre,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: long term care).
Richfield Group Home,facility,physical_place,,10591 bissett dr richmond bc v7a 4k8,richmond,BC,V7A 4K8,49.1477141,-123.107216,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Richfield Group Home,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: unspecified).
Richmond House,facility,physical_place,,8691 no. 2 rd richmond bc v7c 3m4,richmond,BC,V7C 3M4,49.1492749,-123.1593858,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Richmond House,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: unspecified).
Richmond Lions Manor,facility,physical_place,,,richmond,BC,V7E 3M4,,,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Richmond Lions Manor,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: long term care).
Richmond Lions Manor - Bridgeport,facility,physical_place,,9020 bridgeport rd richmond bc v6x 1s1,richmond,BC,V6X 1S1,49.191517100000006,-123.1251463,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Richmond Lions Manor - Bridgeport,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: unspecified).
Ridgeview Lodge,facility,physical_place,,920 desmond street kamloops bc v2b 5k6,kamloops,BC,V2B 5K6,50.703431200000004,-120.39313490000002,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Ridgeview Lodge,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: unspecified).
Ridgewood Lodge,facility,physical_place,,98 ridgewood dr princeton bc v0x 1w0,princeton,BC,V0X 1W0,49.45385,-120.52763300000001,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Ridgewood Lodge,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: unspecified).
Rittich Road,facility,physical_place,,5120 rittich rd kelowna bc v1x 7v6,kelowna,BC,V1X 7V6,49.95667589999999,-119.3620705,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Rittich Road,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: unspecified).
River House,facility,physical_place,,611 enzo rd kamloops bc v2b 0e6,kamloops,BC,V2B 0E6,50.752860999999996,-120.34748799999998,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,River House,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: unspecified).
River Road Residence,facility,physical_place,,20972 river rd maple ridge bc v2x 1z9,maple ridge,BC,V2X 1Z9,49.211737899999996,-122.64039650000001,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,River Road Residence,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: unspecified).
Roalshary,facility,physical_place,,558 73 ave grand forks bc v0h 1h0,grand forks,BC,V0H 1H0,49.031426,-118.441395,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Roalshary,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: unspecified).
Robinson Group Home,facility,physical_place,,8400 robinson rd richmond bc v6y 1b5,richmond,BC,V6Y 1B5,49.149099799999995,-123.13037179999999,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Robinson Group Home,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: unspecified).
Rocky Mountain Care Village,facility,physical_place,,55 cokato rd fernie bc v0b 1m0,fernie,BC,V0B 1M0,49.4923849,-115.06665919999999,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Rocky Mountain Care Village,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: unspecified).
Rosecliffe Residence,facility,physical_place,,5527 shorncliffe ave sechelt bc v0n 3a7,sechelt,BC,V0N 3A7,49.472898799999996,-123.76496429999999,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Rosecliffe Residence,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: unspecified).
Rosemary Heights Seniors Village,facility,physical_place,,15240 34th ave surrey bc v3z 2j9,surrey,BC,V3Z 2J9,49.0635552,-122.80060060000001,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Rosemary Heights Seniors Village,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: unspecified).
Rosemont House,facility,physical_place,,529 west houston street nelson bc v1l 6c9,nelson,BC,V1L 6C9,49.480804,-117.29959199999999,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Rosemont House,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: unspecified).
Rosewood,facility,physical_place,,7916 rosewood st burnaby bc v5e 2h3,burnaby,BC,V5E 2H3,49.2279271,-122.93796029999999,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Rosewood,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: unspecified).
Rosewood Manor,facility,physical_place,,6260 blundell rd richmond bc v7c 5c4,richmond,BC,V7C 5C4,49.1551041,-123.1553156,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Rosewood Manor,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: unspecified).
Roslin House,facility,physical_place,,1733 highland dr n kelowna bc v1y 4k9,kelowna,BC,V1Y 4K9,49.89229279999999,-119.4585279,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Roslin House,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: unspecified).
Ross Road Home,facility,physical_place,,1680 ross rd north vancouver bc v7j 1v4,north vancouver,BC,V7J 1V4,49.3362883,-123.02776809999999,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Ross Road Home,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: unspecified).
Rotary Hospice House,facility,physical_place,,3089 clapperton st prince george bc v2l 5n4,prince george,BC,V2L 5N4,53.889563,-122.75596000000002,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Rotary Hospice House,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: unspecified).
Rotary Manor,facility,physical_place,,1121 90 ave dawson creek bc v1g 5a3,dawson creek,BC,V1G 5A3,55.773403,-120.23466,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Rotary Manor,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: unspecified).
Rote Scheune Acres,facility,physical_place,,2222 saucier rd kelowna bc v1w 4b8,kelowna,BC,V1W 4B8,49.8231878,-119.4395524,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Rote Scheune Acres,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: unspecified).
Royal Arch Masonic Home,facility,physical_place,,7850 champlain cres vancouver bc v5s 4c7,vancouver,BC,V5S 4C7,49.213532799999996,-123.0288043,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Royal Arch Masonic Home,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: unspecified).
Royal Ascot Care Centre,facility,physical_place,,,vancouver,BC,V5M 1Y1,,,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Royal Ascot Care Centre,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: long term care).
Royal City Manor,facility,physical_place,,77 jamieson ct new westminster bc v3l 5p8,new westminster,BC,V3L 5P8,49.2153153,-122.8951618,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Royal City Manor,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: unspecified).
Royal Oak House,facility,physical_place,,780 royal oak ave victoria bc v8x 3t1,victoria,BC,V8X 3T1,48.493759600000004,-123.3852606,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Royal Oak House,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: unspecified).
Ruby Willows Health Care Ltd,facility,physical_place,,6721 238th st langley bc v2y 2h5,langley,BC,V2Y 2H5,49.124274,-122.565628,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Ruby Willows Health Care Ltd,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: unspecified).
Ryall Road Residence,facility,physical_place,,6124 ryall rd duncan bc v9l 2h7,duncan,BC,V9L 2H7,48.793073,-123.72443,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Ryall Road Residence,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: unspecified).
Ryz's Supportive Living Services,facility,physical_place,,404 100 ave dawson creek bc v1g 1v7,dawson creek,BC,V1G 1V7,55.7616196,-120.2179821,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Ryz's Supportive Living Services,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: unspecified).
s.u.c.c.e.s.s. Simon k.y. Lee Seniors Care Home,facility,physical_place,,555 carrall st vancouver bc v6b 2j8,vancouver,BC,V6B 2J8,49.279790000000006,-123.105,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,s.u.c.c.e.s.s. Simon k.y. Lee Seniors Care Home,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: unspecified).
Saanich House,facility,physical_place,,5416 saanich avenue powell river bc v8a 4g9,powell river,BC,V8A 4G9,49.862878,-124.52162,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Saanich House,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: unspecified).
Sage Health Centre,facility,physical_place,,101 columbia st w kamloops bc v2c 2s7,kamloops,BC,V2C 2S7,50.671283200000005,-120.3418283,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Sage Health Centre,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: unspecified).
Sakura House,facility,physical_place,,566 schoolhouse st coquitlam bc v3j 5p3,coquitlam,BC,V3J 5P3,49.253089,-122.85269299999999,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Sakura House,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: unspecified).
Salvation Army Harbour Light Centre,facility,physical_place,,119 e cordova st vancouver bc v6a 1k8,vancouver,BC,V6A 1K8,49.282434,-123.101,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Salvation Army Harbour Light Centre,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: unspecified).
San Miguel,facility,physical_place,,1860 san miguel rd victoria bc v8n 6g8,victoria,BC,V8N 6G8,48.4799073,-123.31663629999998,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,San Miguel,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: unspecified).
Sandalwood Adult Intensive Care Facility,facility,physical_place,,2965 westsyde rd kamloops bc v2b 7e7,kamloops,BC,V2B 7E7,50.758396000000005,-120.34860400000001,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Sandalwood Adult Intensive Care Facility,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: unspecified).
Sardis House,facility,physical_place,,4521 sardis st burnaby bc v5h 1k8,burnaby,BC,V5H 1K8,49.233943100000005,-123.0029902,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Sardis House,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: unspecified).
Sardis New Chaffey,facility,physical_place,,4751 sardis st burnaby bc v5h 1l4,burnaby,BC,V5H 1L4,49.2336902,-122.9968143,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Sardis New Chaffey,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: unspecified).
Scotia Place,facility,physical_place,,4314 scotia place powell river bc v8a 2x2,powell river,BC,V8A 2X2,49.83267120000001,-124.5216544,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Scotia Place,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: unspecified).
Scott Home,facility,physical_place,,4830 scott ave terrace bc v8g 2b6,terrace,BC,V8G 2B6,54.52367099999999,-128.60342,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Scott Home,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: unspecified).
Seamount Home,facility,physical_place,,2056 seamount pl victoria bc v8m 1m7,victoria,BC,V8M 1M7,48.578205700000005,-123.4142669,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Seamount Home,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: unspecified).
Selkirk Family Care Home,facility,physical_place,,1120 selkirk ave kamloops bc v2b 1v6,kamloops,BC,V2B 1V6,50.7035685,-120.3710195,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Selkirk Family Care Home,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: unspecified).
Selkirk Place,facility,physical_place,,,victoria,BC,V8T 5K7,,,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Selkirk Place,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: long term care).
Selkirk Seniors Village,facility,physical_place,,385 waterfront cres victoria bc v8t 0a7,victoria,BC,V8T 0A7,48.441914000000004,-123.37798000000001,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Selkirk Seniors Village,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: unspecified).
Selkirk Waterfront,facility,physical_place,,390 waterfront cres victoria bc v8t 5k3,victoria,BC,V8T 5K3,48.441484,-123.37761,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Selkirk Waterfront,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: unspecified).
Sentinel House,facility,physical_place,,8598 sentinel pl north saanich bc v8l 4z7,north saanich,BC,V8L 4Z7,48.6157359,-123.4302095,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Sentinel House,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: unspecified).
Serenity House,facility,physical_place,,1311 106 ave dawson creek bc v1g 2p2,dawson creek,BC,V1G 2P2,55.756212,-120.23913999999999,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Serenity House,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: unspecified).
Seventh Avenue Residence,facility,physical_place,,32886 7th ave mission bc v2v 2c4,mission,BC,V2V 2C4,49.1399655,-122.3137395,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Seventh Avenue Residence,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: unspecified).
Sharondale Lodge,facility,physical_place,,17826 57th ave surrey bc v3s 1h3,surrey,BC,V3S 1H3,49.1062445,-122.73088929999999,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Sharondale Lodge,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: unspecified).
Shaughnessy Care Centre,facility,physical_place,,2250 wilson ave port coquitlam bc v3c 1z5,port coquitlam,BC,V3C 1Z5,49.2606033,-122.77990849999999,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Shaughnessy Care Centre,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: unspecified).
Shaw House,facility,physical_place,,560 shaw ave coquitlam bc v3k 2r1,coquitlam,BC,V3K 2R1,49.2437599,-122.8877652,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Shaw House,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: unspecified).
Shaw Place,facility,physical_place,,488 e 41st ave vancouver bc v5w 1p2,vancouver,BC,V5W 1P2,49.2326234,-123.0949923,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Shaw Place,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: unspecified).
Shelmarie Rest Home,facility,physical_place,,630 foul bay rd victoria bc v8s 4h3,victoria,BC,V8S 4H3,48.4190982,-123.32483490000001,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Shelmarie Rest Home,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: unspecified).
Shiloah,facility,physical_place,,7401 sussex ave burnaby bc v5j 3v6,burnaby,BC,V5J 3V6,49.2168451,-123.00558970000002,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Shiloah,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: unspecified).
